"region","region_jpn","type","country","producer","producer_jpn","vintage","store_price","name","name_jpn","sort_order","general_region","aoc_order"
"Vallée de la Loire / Anjou & Saumur","ロワール河流域 / アンジュー＆ソミュール地区","5","1","Clos Rougeard","クロ・ルジャール","1995","23200","Saumur-Champigny les Poyaux","ソミュール・シャンピニィ・レ・ポヨー","3","8","101"
"Vallée de la Loire / Anjou & Saumur","ロワール河流域 / アンジュー＆ソミュール地区","5","1","Clos Rougeard","クロ・ルジャール","2001","13000","Saumur-Champigny les Poyaux","ソミュール・シャンピニィ・レ・ポヨー","4","8","101"
"Vallée de la Loire / Anjou & Saumur","ロワール河流域 / アンジュー＆ソミュール地区","5","1","Clos Rougeard","クロ・ルジャール","2000","25000","Saumur-Champigny le Bourg","ソミュール・シャンピニィ・ル・ブール","5","8","101"
"Vallée de la Loire / Anjou & Saumur","ロワール河流域 / アンジュー＆ソミュール地区","5","1","Dom. des Roche Neuvees","ドメーヌ・デ・ロッシュ・ヌーヴ","1996","15800","Saumur-Champigny Cuvée Marginale","ソミュール・シャンピニィ・キュヴェ・マルジナル","6","8","101"
"Vallée de la Loire / Anjou & Saumur","ロワール河流域 / アンジュー＆ソミュール地区","5","1","Dom. des Roche Neuvees","ドメーヌ・デ・ロッシュ・ヌーヴ","1997","15800","Saumur-Champigny Cuvée Marginale","ソミュール・シャンピニィ・キュヴェ・マルジナル","7","8","101"
"Vallée de la Loire / Anjou & Saumur","ロワール河流域 / アンジュー＆ソミュール地区","5","1","Dom. René Noël Legrand","ドメーヌ・ルネ・ノエル・ルグラン","2006","6800","Saumur-Champigny les Rogelins","ソミュール・シャンピニィ・レ・ロジュラン","8","8","101"
"Vallée de la Loire / Touraine","ロワール河流域 / トゥーレーヌ地区","5","1","Dom. Bel Air (Pierre Gautier)","ドメーヌ・べ・レール（ピエール・ゴティエ）","2002","8500","Bourgueil Grand Mont","ブルグイユ・グラン・モン","9","8","200"
"Vallée de la Loire / Touraine","ロワール河流域 / トゥーレーヌ地区","5","1","Dom. Yannick Amirault","ドメーヌ・ヤニック・アミロー","2005","7350","Bourgueil la Petite Cave","ブルグイユ・ラ・プティット・カーヴ","10","8","200"
"Vallée de la Loire / Touraine","ロワール河流域 / トゥーレーヌ地区","5","1","Dom. Yannick Amirault","ドメーヌ・ヤニック・アミロー","2004","7000","Bourgueil Tempête Dans Un Verre","ブルグイユ・タンペット・ダン・ザン・ヴェール","11","8","200"
"Vallée de la Loire / Touraine","ロワール河流域 / トゥーレーヌ地区","5","1","Dom. Yannick Amirault","ドメーヌ・ヤニック・アミロー","2005","6800","Sain Nicolas de Bourgueil la Mine","サン・ニコラ・ブルグイユ・ラ・ミーヌ","12","8","200"
"Vallée de la Loire / Touraine","ロワール河流域 / トゥーレーヌ地区","5","1","Dom. Bernard Baudry","ドメーヌ・ベルナール・ボードリー","2004","7500","Chinon la Croix Boissé","シノン・ラ・クロワ・ボワッセ","13","8","201"
"Vallée de la Loire / Touraine","ロワール河流域 / トゥーレーヌ地区","5","1","Dom. Philippe Alliet","ドメーヌ・フィリップ・アリエ","2005","6000","Chinon ","シノン","14","8","201"
"Vallée de la Loire / Touraine","ロワール河流域 / トゥーレーヌ地区","5","1","Dom. Philippe Alliet","ドメーヌ・フィリップ・アリエ","1995","9800","Chinon Vieilles Vignes","シノン・ヴィエーユ・ヴィーニュ","15","8","201"
"Vallée de la Loire / Touraine","ロワール河流域 / トゥーレーヌ地区","5","1","Dom. Philippe Alliet","ドメーヌ・フィリップ・アリエ","2006","6800","Chinon Vieilles Vignes","シノン・ヴィエーユ・ヴィーニュ","16","8","201"
"Vallée de la Loire / Touraine","ロワール河流域 / トゥーレーヌ地区","5","1","Dom. Philippe Alliet","ドメーヌ・フィリップ・アリエ","2005","9000","Chinon l'Huisserie","シノン・リュイスリー","17","8","201"
"Vallée de la Loire / Touraine","ロワール河流域 / トゥーレーヌ地区","5","1","Dom. Philippe Alliet","ドメーヌ・フィリップ・アリエ","2006","7800","Chinon l'Huisserie","シノン・リュイスリー","18","8","201"
"Vallée de la Loire / Touraine","ロワール河流域 / トゥーレーヌ地区","5","1","Dom. Philippe Alliet","ドメーヌ・フィリップ・アリエ","2004","8000","Chinon Coteau de Noiré","シノン・コトー・デ・ノワレ","19","8","201"
"Vallée de la Loire / Touraine","ロワール河流域 / トゥーレーヌ地区","5","1","Dom. Philippe Alliet","ドメーヌ・フィリップ・アリエ","2005","10500","Chinon Coteau de Noiré","シノン・コトー・デ・ノワレ","20","8","201"
"Vallée de la Loire / Touraine","ロワール河流域 / トゥーレーヌ地区","5","1","Dom. Philippe Alliet","ドメーヌ・フィリップ・アリエ","2006","8400","Chinon Coteau de Noiré","シノン・コトー・デ・ノワレ","21","8","201"
"Bordeaux / Médoc / Saint-Estèphe","ボルドー地方 / メドック地区 / サン・テステフ（第２級）","5","1","Dom. Prats S.A.","ドメーヌ・プラッツ S.A.","2007","19800","Ch. Cos d'Estournel","シャトー・コス・デストゥルネル","22","9","1"
"Bordeaux / Médoc / Saint-Estèphe","ボルドー地方 / メドック地区 / サン・テステフ（第２級）","5","1","Jean Louis Charmolue","ジャン・ルイ・シャルモリュ","2007","15800","Ch. Montrose","シャトー・モンローズ","23","9","1"
"Bordeaux / Médoc / Pauillac","ボルドー地方 / メドック地区 / ポイヤック（第１級）","5","1","François Pinault","フランソワ・ピノ","2008","63000","Ch. Latour","シャトー・ラトゥール","24","9","2"
"Bordeaux / Médoc / Pauillac","ボルドー地方 / メドック地区 / ポイヤック（第１級）","5","1","Domaines Barons de Rothschild","ドメーヌ・バロン・ドゥ・ロートシルト","2007","73500","Ch. Lafite Rothschild","シャトー・ラフィット・ロートシルト","25","9","2"
"Bordeaux / Médoc / Pauillac","ボルドー地方 / メドック地区 / ポイヤック（第２級）","5","1","Madame May Elaine de Lencquesaing","マダム・メイ・エレーヌ・ドゥ・ランクザン","1985","30000","Ch. Pichon-Longueville-Comtesse de Lalande","シャトー・ピション・ロングヴィル・コンテス・ド・ラランド","26","9","2"
"Bordeaux / Médoc / Pauillac","ボルドー地方 / メドック地区 / ポイヤック（第４級）","5","1","S.C. du Château Duhart Milon","S.C. デュ・シャトー・デュアール・ミロン","2008","12600","Ch. Duhart-Milon Rothschild","シャトー・デュアール・ミロン・ロートシルト","27","9","2"
"Bordeaux / Médoc / Pauillac","ボルドー地方 / メドック地区 / ポイヤック（第５級）","5","1","Famille Guy Tesseron","ファミーユ・ギ・テスロン","1990","24000","Ch. Pontet Canet","シャトー・ポンテ・カネ","28","9","2"
"Bordeaux / Médoc / Pauillac","ボルドー地方 / メドック地区 / ポイヤック（第５級）","5","1","Famille Guy Tesseron","ファミーユ・ギ・テスロン","2008","16800","Ch. Pontet Canet","シャトー・ポンテ・カネ","29","9","2"
"Bordeaux / Médoc / Pauillac","ボルドー地方 / メドック地区 / ポイヤック（第１級・セカンド）","5","1","Domaines Barons de Rothschild","ドメーヌ・バロン・ドゥ・ロートシルト","2005","26000","Carruades de Lafite","カリュアド・ド・ラフィット","30","9","2"
"Bordeaux / Médoc / Pauillac","ボルドー地方 / メドック地区 / ポイヤック（第１級・セカンド）","5","1","Domaines Barons de Rothschild","ドメーヌ・バロン・ドゥ・ロートシルト","2008","25000","Carruades de Lafite","カリュアド・ド・ラフィット","31","9","2"
"Bordeaux / Médoc / Saint-Julien ","ボルドー地方 / メドック地区 / サン・ジュリアン（第４級）","5","1","Famille Maroteaux","ファミーユ・マロトー","1990","25000","Ch. Branaire Ducru","シャトー・ブラネール・デュクリュ","32","9","3"
"Bordeaux / Médoc / Saint-Julien ","ボルドー地方 / メドック地区 / サン・ジュリアン（第２級）","5","1","Jaen-Eugène Borie et Famille","ジャン・ユジェンヌ・ボリー・エ・ファミーユ","2007","15800","Ch. Ducru Beaucaillou","シャトー・デュクリュ・ボーカイユ","33","9","3"
"Bordeaux / Médoc / Saint-Julien ","ボルドー地方 / メドック地区 / サン・ジュリアン（第２級）","5","1","Jacques Merlaut","ジャック・メルロー","1978","22800","Ch. Gruaud Larose","シャトー・グリュオ・ラローズ","34","9","3"
"Bordeaux / Médoc / Saint-Julien ","ボルドー地方 / メドック地区 / サン・ジュリアン（第４級）","5","1","Rustmann&Bignon","リュストマン＆ビニョン","1985","24800","Ch. Talbot","シャトー・タルボ","35","9","3"
"Bordeaux / Médoc / Margaux","ボルドー地方 / メドック地区マルゴー","5","1","S.C. du Château Palmer","S.C. デュ・シャトー・パルメ","2004","26000","V.d.T Français Historical XIXth Century Blend","ヴァン・ド・ターブル・ヒストリカル・19th・センチュリー・ブレンド","36","9","5"
"Bordeaux / Médoc / Moulis","ボルドー地方 / メドック地区 / ムーリ（グラン・ブルジョア・エクセプショネル級）","5","1","Jean Theil S.A.","ジャン・テイユ S.A.","1990","14700","Ch. Poujeaux","シャトー・プジョー","37","9","4"
"Bordeaux / Saint-Émilion","ボルドー地方 / サン・テミリオン地区　(サンテミリオン特別級）","5","1","Crémant Fayat","クレマン・ファイヤ","2004","10000","Ch. la Dominique","シャトー・ラ・ドミニク","38","9","11"
"Bordeaux / Saint-Émilion","ボルドー地方 / サン・テミリオン地区　(サンテミリオン特級）","5","1","Gérard et Dominique Bécot","ジェラール・エ・ドミニク・ベコ","2007","11550","Ch. la Gomerie","シャトー・ラ・ゴムリー","39","9","11"
"Bordeaux / Saint-Émilion","ボルドー地方 / サン・テミリオン地区","5","1","Gérard Perse","ジェラール・ペルス","1996","13000","Ch. Monbousquet","シャトー・モンブスケ","40","9","11"
"Bordeaux / Saint-Émilion","ボルドー地方 / サン・テミリオン地区","5","1","Cpmtes de Neipperg","ネッペール伯爵","2007","25800","Ch. la Mondotte","シャトー・ラ・モンドット","41","9","11"
"Bordeaux / Saint-Émilion","ボルドー地方 / サン・テミリオン地区","5","1","Eric Prisette","エリック・プリゼット","2004","10500","Ch. Rol Valentin","シャトー・ロル・ヴァランタン","42","9","11"
"Bordeaux / Saint-Émilion","ボルドー地方 / サン・テミリオン地区","5","1","Eric Prisette","エリック・プリゼット","1995","14000","Ch. Rol Valentin","シャトー・ロル・ヴァランタン","43","9","11"
"Bordeaux / Saint-Émilion","ボルドー地方 / サン・テミリオン地区　(サンテミリオン特別級）","5","1","G.F.A.Valette","G.F.A. ","2008","15800","Ch. Troplong-Mondot","シャトー・トロロン・モンド","44","9","11"
"Bordeaux / Saint-Émilion","ボルドー地方 / サン・テミリオン地区　(サンテミリオン特級）","5","1","Thunevin","テュヌヴァン","2003","27850","Ch. Varandraud","シャトー・ヴァランドロー","45","9","11"
"Bordeaux / Saint-Émilion","ボルドー地方 / サン・テミリオン地区","5","1","Ch.Teyssier","シャトー・テシエ","2004","18500","le Dome","ル・ドーム","46","9","11"
"Bordeaux / Pomerol","ボルドー地方 / ポムロル地区","5","1","Anne-Marie Dauriac","アンヌ・マリー・ドーリアック","2005","15000","Ch. la Clemence","シャトー・ラ・クレマンス","47","9","12"
"Bordeaux / Pomerol","ボルドー地方 / ポムロル地区","5","1","S.C. des Héritiers Nicolas","S.C. デ・ゼリテュィエ・ニコラ","2007","19800","Ch. la Conseillante","シャトー・ラ・コンセイヤント","48","9","12"
"Bordeaux / Pomerol","ボルドー地方 / ポムロル地区","5","1","Famille Rolland","ファミーユ・ロラン","2005","15800","Ch. le Bon Pasteur","シャトー・ル・ボン・パストゥール","49","9","12"
"Bordeaux / Pomerol","ボルドー地方 / ポムロル地区","5","1","Janoueix","ジャヌエックス","2007","12000","Clos des Litanies","クロ・デ・リタニ","50","9","12"
"Bordeaux / Pomerol","ボルドー地方 / ポムロル地区","5","1","Famille Thienpont","ファミーユ・ティアンポン","2008","16800","Vieux Château Certan","ヴュー・シャトー・セルタン","51","9","12"
"Bordeaux / Pomerol","ボルドー地方 / ポムロル地区","5","1","Famille Servant-Dumas","ファミーユ・セルヴァン・デュマ","2008","58000","Ch. la Violetto","シャトー・ラ・ヴィオレット","52","9","12"
"Bordeaux / Rive Droit de la Dordogne / Côtes de Castillon","ボルドー地方 / ドルドーニュ右岸地区 / コート・ド・カスティヨン","5","1","Thierry Valette","ティエリー・ヴァレット","2005","9450","Ch. Clos Puy Arnaud","シャトー・クロ・ピュイ・アルノー","53","9","13"
"Sud-Ouest","南西地方","5","1","Dom. Alain Brumont","ドメーヌ・アラン・ブリュモン","1995","18000","Madiran Château Motus ""XL""","マディラン・シャトー・モンテュス","54","10","1"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Alain Burguet","ドメーヌ・アラン・ビュルゲ","1989","19000","Gevrey-Chambertin Vieilles Vignes","ジュヴレ・シャンベルタン・ヴィエイユ・ヴィーニュ","55","11","203"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Armand Rousseau","ドメーヌ・アルマン・ルソー","2008","15000","Gevrey-Chambertin","ジュヴレ・シャンベルタン","56","11","203"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Bernar Dugat-Py","ドメーヌ・ベルナール・デュガ・ピィ","1998","23000","Gevrey-Chambertin Vieilles Vignes","ジュヴレ・シャンベルタン・ヴィエイユ・ヴィーニュ","57","11","203"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Claude Dugat","ドメーヌ・クロード・デュガ","2005","17000","Gevrey-Chambertin","ジュヴレ・シャンベルタン","58","11","203"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Truchot-Martin","ドメーヌ・トルショ・マルタン","2005","22800","Gevrey-Chambertin 1er Cru aux Combottes","ジュヴレ・シャンベルタン・プルミエ・クリュ・オー・コンボット","59","11","204"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Georges Roumier","ドメーヌ・ジョルジュ・ルーミエ","1995","56750","Ruchottes-Chambertin Grand Cru ","ルショット・シャンベルタン・グラン・クリュ","60","11","205"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Claude Dugat","ドメーヌ・クロード・デュガ","2008","32000","Chapelle-Chambertin Grand Cru ","シャペル・シャンベルタン・グラン・クリュ","61","11","208"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Armand Rousseau","ドメーヌ・アルマン・ルソー","1996","29800","Charmes-Chambertin Grand Cru","シャルム・シャンベルタン・グラン・クリュ","62","11","212"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Claude Dugat","ドメーヌ・クロード・デュガ","1997","63000","Charmes-Chambertin Grand Cru","シャルム・シャンベルタン・グラン・クリュ","63","11","212"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Claude Dugat","ドメーヌ・クロード・デュガ","2008","29500","Charmes-Chambertin Grand Cru","シャルム・シャンベルタン・グラン・クリュ","64","11","212"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Gérad Raphet","ドメーヌ・ジェラール・ラフェ","2005","19800","Charmes-Chambertin Grand Cru","シャルム・シャンベルタン・グラン・クリュ","65","11","212"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Truchot-Martin","ドメーヌ・トルショ・マルタン","2005","52500","Charmes-Chambertin Vieilles Vignes Grand Cru","シャルム・シャンベルタン・ヴィエーユ・ヴィーニュ・グラン・クリュ","66","11","213"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Drouhin Laroze","ドメーヌ・ドローアン・ラローズ","1990","42000","Chambertin Clos de Bèze Grand Cru","シャンベルタン・クロ・ド・ベズ・グラン・クリュ","67","11","209"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Truchot-Martin","ドメーヌ・トルショ・マルタン","2005","42000","Clos de la Roche Grand Cru","クロ・ド・ラ・ロッシュ・グラン・クリュ","68","11","215"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Dujac","ドメーヌ・デュジャック","1994","38900","Clos Saint Denis Grand Cru","クロ・サンドニ・グラン・クリュ","69","11","216"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Hubert Lignier","ドメーヌ・ユベール・リニエ","2007","13000","Morey-Saint-Denis","モレ・サン・ドニ","70","11","217"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Hubert Lignier","ドメーヌ・ユベール・リニエ","2008","19800","Morey-Saint-Denis 1er Cru Vieilles Vignes","モレ・サン・ドニ・プルミエ・クリュ・ヴィエーユ・ヴィーニュ","71","11","218"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Truchot-Martin","ドメーヌ・トルショ・マルタン","2005","14700","Morey-Saint-Denis","モレ・サン・ドニ","72","11","217"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Truchot-Martin","ドメーヌ・トルショ・マルタン","2005","18000","Morey-Saint-Denis 1er Cru le Clos Sorbés","モレ・サン・ドニ・プルミエ・クリュ・ル・クロ・ソルベ","73","11","218"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Truchot-Martin","ドメーヌ・トルショ・マルタン","2006","18000","Morey-Saint-Denis 1er Cru le Sorbés","モレ・サン・ドニ・プルミエ・クリュ・ル・ソルベ","74","11","218"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Truchot-Martin","ドメーヌ・トルショ・マルタン","2005","18000","Morey-Saint-Denis 1er Cru les Ruchots","モレ・サン・ドニ・プルミエ・クリュ・レ・ルショ","75","11","218"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Hubert Lignier","ドメーヌ・ユベール・リニエ","2008","15000","Morey-Saint-Denis 1er Cru Branchards","モレ・サン・ドニ・プルミエ・クリュ・ブランシャール","76","11","218"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Truchot-Martin","ドメーヌ・トルショ・マルタン","2005","18000","Morey-Saint-Denis 1er Cru Branchards","モレ・サン・ドニ・プルミエ・クリュ・ブランシャール","77","11","218"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Robert Groffier ","ドメーヌ・ロベール・グロフィエ","1993","50000","Bonnes-Mares Grand Cru","ボンヌ・マール・グラン・クリュ","78","11","221"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Truchot-Martin","ドメーヌ・トルショ・マルタン","1999","25000","Chambolle-Musigny ","シャンボール・ミュジニー","79","11","219"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Ghislaine Barhod","ドメーヌ・ギスレイヌ・バルド","1995","21000","Chambolle-Musigny 1er Cru Beaux Bruns","シャンボール・ミュジニー・プルミエ・ボー・ブリュン","80","11","220"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Truchot-Martin","ドメーヌ・トルショ・マルタン","2005","20000","Chambolle-Musigny 1er Cru les Sentiers","シャンボール・ミュジニー・プルミエ・クリュ・レ・センティエ","81","11","220"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Moine Hudelot","ドメーヌ・モワーヌ・ユドロ","1995","24800","Chambolle-Musigny 1er Cru les Amoureuses","シャンボール・ミュジニー・プルミエ・クリュ・レ・ザムルース","82","11","220"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Anne Gros","ドメーヌ・アンヌ・グロ","1988","157500","Clos de Vougeot Grand Cru le Grand Maupertui (1500ml)","クロ・ド・ヴージョ・グラン・クリュ・レ・グラン・モーペルテュイ(1500ml)","83","11","223"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Jean Gros","ドメーヌ・ジャン･グロ","1995","98000","Clos Vougeot Grand Cru (1500ml)","クロ・ヴージョ・グラン・クリュ(1500ml)","84","11","224"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Jean-Marc Millot","ドメーヌ・ジャン・マルク・ミヨ","2005","22800","Clos Vougeot Grand Cru","クロ・ヴージョ・グラン・クリュ","85","11","224"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. de la Romanée Conti","ドメーヌ・ド・ラ・ロマネ・コンティ","1999","84000","Vosne-Romanée 1er Cru Cuvée Duvault Blochet","ヴォーヌ・ロマネ・プルミエ・クリュ・デュヴォー・ブロシェ","86","11","229"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Alain Hudelot Noellat　","ドメーヌ・アラン・ユドロ・ノエラ","1996","21000","Vosne-Romanée 1er Cru les Suchots","ヴォーヌ・ロマネ・プルミエ・クリュ・レ・スショ","87","11","229"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. René Engel","ドメーヌ・ルネ・アンジェル","1999","23800","Vosne-Romanée 1er Cru les Brulées","ヴォーヌ・ロマネ・プルミエ・クリュ・レ・ブリュレ","88","11","229"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Jean-Marc Millot","ドメーヌ・ジャン・マルク・ミヨ","2005","25000","Grands-Echézeaux Grand Cru","グラン・エシェゾー・グラン・クリュ","89","11","227"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Henri Gouges","ドメーヌ・アンリ・グージュ","1995","17000","Nuits-Saint-Georges 1er Cru les Pruliers","ニュイ・サン・ジョルジュ・プルミエ・クリュ・レ・プリュリエ","90","11","234"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Henri Gouges","ドメーヌ・アンリ・グージュ","1989","35000","Nuits-Saint-Georges 1er Cru les Saint Georges","ニュイ・サン・ジョルジュ・プルミエ・クリュ・レ・サン・ジョルジュ","91","11","234"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Henri Gouges","ドメーヌ・アンリ・グージュ","1997","21000","Nuits-Saint-Georges 1er Cru les Saint Georges","ニュイ・サン・ジョルジュ・プルミエ・クリュ・レ・サン・ジョルジュ","92","11","234"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Méo-Camuzet","ドメーヌ・メオ・カミュゼ","1995","33000","Nuits-Saint-Georges 1er Cru Aux Murgers","ニュイ・サン・ジョルジュ・プルミエ・クリュ・オー・ミュルジュ","93","11","234"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Robert Chevillon","ドメーヌ・ロベール・シュヴィヨン","2002","15000","Nuits-Saint-Georges 1er Cru les Chaignots","ニュイ・サン・ジョルジュ・プルミエ・クリュ・レ・シェニョ","94","11","234"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","5","1","Dom. Rapet Pere et Fils","ドメーヌ・ラペ・ペール・エ・フィス","1988","14700","Aloxe Corton","アロース・コルトン","95","11","308"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","5","1","Dom. Capitain Gagnerot","ドメーヌ・キャピタン・ガニュロ","2005","10500","Aloxe Corton 1er Cru Moutottes","アロース・コルトン・プルミエ・クリュ・ムートット","96","11","309"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","5","1","Dom. P. Dubreuil Fontaine","ドメーヌ・Ｐ・デュブルイユ・フォンティーヌ","1989","25000","Corton Clos du Roi Grand Cru","コルトン・クロ・デュ・ロワ・グラン・クリュ","97","11","306"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","5","1","Dom. P. Dubreuil Fontaine","ドメーヌ・Ｐ・デュブルイユ・フォンティーヌ","1990","28000","Corton Clos du Roi Grand Cru","コルトン・クロ・デュ・ロワ・グラン・クリュ","98","11","306"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","5","1","Dom. Rapet Pere et Fils","ドメーヌ・ラペ・ペール・エ・フィス","1995","15800","Corton Grand Cru","コルトン・グラン・クリュ","99","11","303"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","5","1","Dom. du Château de Chorey","ドメーヌ・デュ・シャトー・ド・ショレイ","1997","11800","Beaune 1er Cru Cent Vignes","ボーヌ・プルミエ・クリュ・サン・ヴィーニュ","100","11","316"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","5","1","Dom. Leroy","ドメーヌ・ルロワ","1994","35800","Pommard les Vignots","ポマール・レ・ヴィノ","101","11","317"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","5","1","Dom. Roger Prunier","ドメーヌ・ロジェ・プルニエ","1978","28800","Pommard","ポマール","102","11","317"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","5","1","Dom. Jean François Coche-Dury","ドメーヌ・ジャン・フランソワ・コシュ・デュリ","2004","22800","Pommard 1er Cru les Vaumuriens","ポマール･プルミエ・クリュ・レ・ヴォーミュリアン","103","11","318"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","5","1","Dom. des Comtes Lafon","ドメーヌ・デ・コント・ラフォン","1996","31500","Volnay Santenols du Milieu 1er Cru","ヴォルネイ・サントノ・デュミリュー・プルミエ・クリュ","104","11","319"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","5","1","Dom. MIchel Prunier","ドメーヌ・ミッシェル・プルニエ","1988","15800","Auxey-Duresses 1er Cru Clos du Val","オーセイ・デュレス・プルミエ・クリュ・クロ・デュ・ヴァル","105","11","333"
"Bourgogne / Côte Chalonnaise","ブルゴーニュ地方 / コート・シャロネーズ地区","5","1","Dom. François Lumpp","ドメーヌ・フランソワ・ルンプ","2002","9800","Givry 1er Cru Petit Marrol ","ジヴリィ・プルミエ・クリュ・プティ・マロール","106","11","405"
"Bourgogne / Côte Chalonnaise","ブルゴーニュ地方 / コート・シャロネーズ地区","5","1","Dom. Ragot","ドメーヌ・ラゴ","2008","6800","Givry 1er Cru Clos Jus","ジヴリー･プルミエ・クリュ・クロ・ジュ","107","11","405"
"Bourgogne / Beaujolais","ブルゴーニュ地方 / ボジョレー地区","5","1","Dom. Marcel Lapierre","ドメーヌ・マルセル・ラピエール","2007","6300","Morgon","モルゴン","108","11","604"
