"region","region_jpn","type","int_country","producer","producer_jpn","vintage","store_price","name","name_jpn","sort_order","general_region","aoc_order"
"Champagne / Valée de la Marne","シャンパーニュ地方 / ヴァレ・ド・ラ・マルヌ地区","1","1","Cauroy-les-Hermonville","コーロイ・レ・ザモンヴィル","S.A.","11550","Francis Boulard Petraea Brut Nature","フランシス・ブラール・ペトラエア・ブリュット・ナチュール","473","1","2"
"Provence","プロヴァンス地方","3","1","Dom. D'Estoublon","ドメーヌ・デストゥブロン","2009","8800","Vin de Pays des Alpilles","ヴァン・ド・ペイ・デ・アルピレ","474","16","1"
"Provence","プロヴァンス地方","5","1","Dom. D'Estoublon","ドメーヌ・デストゥブロン","2007","7800","les Baux de Provence","レ・ボー・ドゥ・プロヴァンス","475","16","1"
"Vallée du Rhône / Vignoble Méridional","ローヌ河流域 / ローヌ地方南部の栽培地域","5","1","Cuvee du Vatican  (F. Diffonty)","キュヴェ・デュ・バチカン（F. ディフォンティ）","1983","16800","Châteauneuf-du-Pape Cuvee du Vatican","シャトーヌッフ・デュ・パプ・キュヴェ・デュ・ヴァチカン","476","14","50"
"Vallée du Rhône / Vignoble Méridional","ローヌ河流域 / ローヌ地方南部の栽培地域","5","1","Bosquet des Pape","ボスケ・ドゥ・パプ","1990","21000","Châteauneuf-du-Pape ","シャトーヌッフ・デュ・パプ","477","14","50"
"Vallée de la Loire / Centre","ロワール河流域 / 中央フランス地区","3","1","Dom. Trotereau","ドメーヌ・トロテロー","2010","5950","Quincy Vieilles Vignes","カンシー・ヴィエーユ・ヴィーニュ","478","8","303"
"Provence","プロヴァンス地方","5","1","Dom. Tempier","ドメーヌ・タンピエ","2010","12800","Bandol Cuvée Spéciale la Cabassaou","バンドール・キュヴェ・スペシャル・ラ・カバッソウ","479","16","1"
"Provence","プロヴァンス地方","5","1","Dom. Tempier","ドメーヌ・タンピエ","2010","9000","Bandol Cuvée Spéciale la Migoua","バンドール・キュヴェ・スペシャル・ラ・ミグア","480","16","1"
"Provence","プロヴァンス地方","5","1","Dom. Tempier","ドメーヌ・タンピエ","2010","9000","Bandol Cuvée Spéciale la Tourtine","バンドール・キュヴェ・スペシャル・ラ・トゥルティーヌ","481","16","1"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Robert Groffier ","ドメーヌ・ロベール・グロフィエ","1998","39800","Chambolle-Musigny 1er Cru les Amoureuses","シャンボール・ミュジニー・プルミエ・クリュ・レ・ザムルース","482","11","220"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Robert Groffier ","ドメーヌ・ロベール・グロフィエ","1998","35800","Chambertin Clos de Bèze Grand Cru","シャンベルタン・クロ・ド・ベズ・グラン・クリュ","483","11","209"
"Bourgogne / Côte Chalonnaise","ブルゴーニュ地方 / コート・シャロネーズ地区","5","1","Dom. Clos Salomon","ドメーヌ・クロ・サロモン","1999","10500","Givry 1er Cru Clos Salomon","ジヴリィ・プルミエ・クリュ・クロ・サロモン","484","11","405"
"Vallée du Rhône / Vignoble Septentrional","ローヌ河流域 / ローヌ地方北部の栽培地域","5","1","Dom. E. Guigal","ドメーヌ・Ｅ・ギガル","1993","44100","Côte-Rôtie la Turque","コート・ロティ・ラ・トゥルク","485","14","1"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. P. Dubreuil Fontaine","ドメーヌ・Ｐ・デュブルイユ・フォンティーヌ","1990","17800","Pernand-Vergelesses Clos Berthet (Monopole)","ペルナン・ヴェルジュレス・クロ・ベルテ (モノポール）","486","11","310"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. P. Dubreuil Fontaine","ドメーヌ・Ｐ・デュブルイユ・フォンティーヌ","1995","15800","Pernand-Vergelesses Clos Berthet (Monopole)","ペルナン・ヴェルジュレス・クロ・ベルテ (モノポール）","487","11","310"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","3","1","Dom. Henri Gouges","ドメーヌ・アンリ・グージュ","1995","21000","Nuits-Saint-Georges 1er Cru Clos des Porets Saint Georges","ニュイ・サン・ジョルジュ・プルミエ・クリュ・クロ・デ・ポレ・サン・ジョルジョ","488","11","234"
"Vallée de la Loire / Touraine","ロワール河流域  / トゥーレーヌ地区","3","1","Dom. de Bellivière","ドメーヌ・ド・ベリヴィエール","2010","5950","Coteaux du Loir L'Effrais","コトー・デュ・ロワール・レフレ","489","8","202"
"Vallée de la Loire / Touraine","ロワール河流域  / トゥーレーヌ地区","3","1","Dom. de Bellivière","ドメーヌ・ド・ベリヴィエール","2011","7500","Coteaux du Loir Vieilles Vignes Eparses","コトー・デュ・ロワール・ヴィエイユ・ヴィーニュ・エパルス","490","8","202"
"South Island / Central Otago","南島 / セントラル・オタゴ地区","3","4","Felton Road","フェルトン・ロード","2010","7800","Central Otago Bannockburn Chardonnay","セントラル・オタゴ・バノックバーン・シャルドネ","491","24","5"
"South Island / Central Otago","南島 / セントラル・オタゴ地区","5","4","Felton Road","フェルトン・ロード","2010","9450","Central Otago Bannockburn Pinot Noir","セントラル・オタゴ・バノックバーン・ピノ・ノワール","492","24","5"
"Savoie","サヴォワ地方","5","1","Dom. Prieure Saint Christophe","ドメーヌ・プリウレ・サン・クリストフ","2009","7350","Vin de Savoie Mondeuse Cuvée Tradition","ヴァン・ドゥ・サヴォワ・モンドゥーズ・キュヴェ・トラディション","493","13","1"
"Savoie","サヴォワ地方","5","1","Dom. Prieure Saint Christophe","ドメーヌ・プリウレ・サン・クリストフ","2004","8400","Vin de Savoie Mondeuse Cuvée Tradition","ヴァン・ドゥ・サヴォワ・モンドゥーズ・キュヴェ・トラディション","494","13","1"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","3","1","Dom. Jacques Frédéric Mugnier","ドメーヌ・ジャック・フレデリック・ミュニュエ","2009","14000","Nuits-Saint-Georges 1er Cru Clos de la Maréchale","ニュイ・サン・ジョルジュ・プルミエ・クリュ・クロ・ド・ラ・マレシャル","495","11","234"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Rossignol Trapet","ドメーヌ・ロシニョール・トラペ","1996","21800","Chambertin Grand Cru","シャンベルタン・グラン・クリュ","496","11","211"
"Bordeaux / Médoc / Haut Médoc","ボルドー地方 / メドック地区 / オー・メドック","5","1","Jean Gautreau","ジャン・ゴトゥロ","2009","12800","Ch. Sociando-Mallet Cuvée Jean Gautreau","シャトー・ソシアンド・マレ・キュヴェ・ジャン・ゴトゥロ","497","9","6"
"Bordeaux / Médoc / Haut Médoc","ボルドー地方 / メドック地区 / オー・メドック","5","1","Jean Gautreau","ジャン・ゴトゥロ","2008","11550","Ch. Sociando-Mallet Cuvée Jean Gautreau","シャトー・ソシアンド・マレ・キュヴェ・ジャン・ゴトゥロ","498","9","6"
"Bordeaux / Médoc / Haut Médoc","ボルドー地方 / メドック地区 / オー・メドック","5","1","Jean Gautreau","ジャン・ゴトゥロ","2007","11000","Ch. Sociando-Mallet Cuvée Jean Gautreau","シャトー・ソシアンド・マレ・キュヴェ・ジャン・ゴトゥロ","499","9","6"
"Bordeaux / Médoc / Haut Médoc","ボルドー地方 / メドック地区 / オー・メドック","5","1","Jean Gautreau","ジャン・ゴトゥロ","2006","11200","Ch. Sociando-Mallet Cuvée Jean Gautreau","シャトー・ソシアンド・マレ・キュヴェ・ジャン・ゴトゥロ","500","9","6"
"Bordeaux / Médoc / Haut Médoc","ボルドー地方 / メドック地区 / オー・メドック","5","1","Jean Gautreau","ジャン・ゴトゥロ","2004","13000","Ch. Sociando-Mallet Cuvée Jean Gautreau","シャトー・ソシアンド・マレ・キュヴェ・ジャン・ゴトゥロ","501","9","6"
"Bordeaux / Médoc / Haut Médoc","ボルドー地方 / メドック地区 / オー・メドック","5","1","Jean Gautreau","ジャン・ゴトゥロ","2003","15500","Ch. Sociando-Mallet Cuvée Jean Gautreau","シャトー・ソシアンド・マレ・キュヴェ・ジャン・ゴトゥロ","502","9","6"
"Bordeaux / Médoc / Haut Médoc","ボルドー地方 / メドック地区 / オー・メドック","5","1","Jean Gautreau","ジャン・ゴトゥロ","2002","12800","Ch. Sociando-Mallet Cuvée Jean Gautreau","シャトー・ソシアンド・マレ・キュヴェ・ジャン・ゴトゥロ","503","9","6"
"Bordeaux / Médoc / Haut Médoc","ボルドー地方 / メドック地区 / オー・メドック","5","1","Jean Gautreau","ジャン・ゴトゥロ","2001","14500","Ch. Sociando-Mallet Cuvée Jean Gautreau","シャトー・ソシアンド・マレ・キュヴェ・ジャン・ゴトゥロ","504","9","6"
"Bordeaux / Médoc / Haut Médoc","ボルドー地方 / メドック地区 / オー・メドック","5","1","Jean Gautreau","ジャン・ゴトゥロ","2000","18000","Ch. Sociando-Mallet Cuvée Jean Gautreau","シャトー・ソシアンド・マレ・キュヴェ・ジャン・ゴトゥロ","505","9","6"
"Bordeaux / Médoc / Haut Médoc","ボルドー地方 / メドック地区 / オー・メドック","5","1","Jean Gautreau","ジャン・ゴトゥロ","1999","14200","Ch. Sociando-Mallet Cuvée Jean Gautreau","シャトー・ソシアンド・マレ・キュヴェ・ジャン・ゴトゥロ","506","9","6"
"Bordeaux / Médoc / Haut Médoc","ボルドー地方 / メドック地区 / オー・メドック","5","1","Jean Gautreau","ジャン・ゴトゥロ","1998","15800","Ch. Sociando-Mallet Cuvée Jean Gautreau","シャトー・ソシアンド・マレ・キュヴェ・ジャン・ゴトゥロ","507","9","6"
"Bordeaux / Médoc / Haut Médoc","ボルドー地方 / メドック地区 / オー・メドック","5","1","Jean Gautreau","ジャン・ゴトゥロ","1997","11000","Ch. Sociando-Mallet Cuvée Jean Gautreau","シャトー・ソシアンド・マレ・キュヴェ・ジャン・ゴトゥロ","508","9","6"
"Bordeaux / Médoc / Haut Médoc","ボルドー地方 / メドック地区 / オー・メドック","5","1","Jean Gautreau","ジャン・ゴトゥロ","1996","18500","Ch. Sociando-Mallet Cuvée Jean Gautreau","シャトー・ソシアンド・マレ・キュヴェ・ジャン・ゴトゥロ","509","9","6"
"Bordeaux / Médoc / Haut Médoc","ボルドー地方 / メドック地区 / オー・メドック","5","1","Jean Gautreau","ジャン・ゴトゥロ","1995","17800","Ch. Sociando-Mallet Cuvée Jean Gautreau","シャトー・ソシアンド・マレ・キュヴェ・ジャン・ゴトゥロ","510","9","6"
"Vallée de la Loire / Centre","ロワール河流域 / 中央フランス地区","3","1","Dom. Didier Dagueneau","ドメーヌ・ディディエ・ダグノー","2005","148000","Pouilly Fumé Cuvée Asteroide","プイィ・フュメ・キュヴェ・アステロイド","511","8","301"
"Vallée de la Loire / Centre","ロワール河流域 / 中央フランス地区","3","1","Dom. Didier Dagueneau","ドメーヌ・ディディエ・ダグノー","1995","27300","Blanc Fumé de Pouilly ""Pur Sang""","ブラン・フュメ・ドゥ・プイィ　”ピュル・サン”","512","8","300"
"Sud-Ouest","南西地方","5","1","Dom. Alain Brumont","ドメーヌ・アラン・ブリュモン","1996","8800","Madiran Château Montus Cuvée Prestige","マディラン・シャトー・モンテュス・キュヴェ・プレステージュ","513","10","1"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方","5","1","Dom. Arlaud","ドメーヌ・アルロー","2010","12600","Morey-Saint-Denis 1er Cru Branchards","モレ・サン・ドニ・プルミエ・クリュ・ブランシャール","514","11","218"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方","5","1","Dom. Arlaud","ドメーヌ・アルロー","2010","10800","Morey-Saint-Denis 1er Cru Aux Cheseaux","モレ・サン・ドニ・プルミエ・クリュ・オー・シェゾー","515","11","218"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方","5","1","Dom. Arlaud","ドメーヌ・アルロー","2010","12000","Chambolle-Musigny 1er Cru les Noirots","シャンボール・ミュジニー・プルミエ・クリュ・ノワロ","516","11","220"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Rossignol Trapet","ドメーヌ・ロシニョール・トラペ","1990","31500","Latricières-Chambertin Grand Cru ","シャルム・シャンベルタン・グラン・クリュ","518","11","214"
"Bourgogne / Chablis","ブルゴーニュ地方 / シャブリ地区","3","1","Dom. Laroche","ドメーヌ・ラロッシュ","2001","10500","Chablis 1er Cru Blancho","シャブリ・プルミエ・クリュ・ブランショ","519","11","1"
"Sud-Ouest","南西地方","5","1","Dom. Frédéric Laplace","ドメーヌ・フレデリック・ラプラス","1993","7350","Madiran Château d'Aydie","マディラン ・シャトー・ダイディ","520","10","1"
"Provence","プロヴァンス地方","5","1","Dom. de la Tour du Bon","ドメーヌ・ドゥ・ラ・トゥール・ボン","1998","12600","Bandol Cuvée Saint Ferréol","バンドール・キュヴェ・サン・フェレオル","521","16","1"
"Provence","プロヴァンス地方","5","1","Dom. Tempier","ドメーヌ・タンピエ","1995","18800","Bandol ","バンドール","522","16","1"
"Provence","プロヴァンス地方","5","1","Château Sainte Anne","シャトー・サン・タンヌ","1998","10500","Bandol ","バンドール","523","16","1"
"Provence","プロヴァンス地方","5","1","Dom. Sorin","ドメーヌ・ソラン","1998","10500","Bandol ","バンドール","524","16","1"
"Provence","プロヴァンス地方","5","1","Dom. Sorin","ドメーヌ・ソラン","2000","9800","Bandol ","バンドール","525","16","1"
"Vallée du Rhône / Vignoble Méridional","ローヌ河流域 / ローヌ地方南部の栽培地域","5","1","Dom. Sang des Cailloux","ドメーヌ・サン・デ・カイユ","1998","8800","Vacqueyras Cuvée Floureto","ヴァケラス・キュヴェ・フローレト","526","14","52"
"Provence","プロヴァンス地方","5","1","Dom. les Bastides","ドメーヌ・レ・バスティド","1995","9450","Coteaux d'Aix-en-Provence Cuvée Valeria","コトー・デクスアン・プロヴァンス・キュヴェ・ヴァレリア","527","16","1"
"Provence","プロヴァンス地方","5","1","Dom. les Bastides","ドメーヌ・レ・バスティド","1998","8800","Coteaux d'Aix-en-Provence Cuvée Valeria","コトー・デクスアン・プロヴァンス・キュヴェ・ヴァレリア","528","16","1"
"Alsace / Riesling","アルザス地方  / ミュスカ","3","1","Dom. Ostertag","ドメーヌ・オステルタグ","1999","8950","Riesling Heissenberg","リースリング・エイセンベルグ","529","7","2"
"Vallée du Rhône / Côtes du Rhône Villages","コート・デュ・ローヌ・ヴィラージュ","5","1","Dom. Rabasse Charavin","ドメーヌ・ラバス・シャラヴァン","1998","9450","Côtes du Rhône Villages","コート・デュ・ローヌ・ヴィラージュ","530","14","100"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Henri Gouges","ドメーヌ・アンリ・グージュ","2009","7350","Nuits-Saint-Georges","ニュイ・サン・ジョルジュ","537","11","233"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Henri Gouges","ドメーヌ・アンリ・グージュ","2009","9800","Nuits-Saint-Georges 1er Cru les Pruliers","ニュイ・サン・ジョルジュ・プルミエ・クリュ・レ・プリュリエ","538","11","234"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Henri Gouges","ドメーヌ・アンリ・グージュ","2009","9450","Nuits-Saint-Georges 1er Cru Clos des Porets Saint Georges","ニュイ・サン・ジョルジュ・プルミエ・クリュ・クロ・デ・ポレ・サン・ジョルジョ","539","11","234"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","3","1","Dom. Henri Gouges","ドメーヌ・アンリ・グージュ","2009","15000","Nuits-Saint-Georges 1er Cru la Perriere","ニュイ・サン・ジョルジュ・プルミエ・クリュ・ラ・ペリエール","540","11","234"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Jean Fery et Fils","ドメーヌ・ジャン・フェリー・エ・フィス","2009","7350","Gevrey-Chambertin les Crais","ジュヴレ・シャンベルタン・レ・クラ","541","11","203"
"Vallée du Rhône / Vignoble Méridional","ローヌ河流域 / ローヌ地方南部の栽培地域","5","1","Dom. Marie et François Giraud","ドメーヌ・マリー・エ・フランソワ・ジロー","2010","12000","Châteauneuf-du-Pape Cuvée Grenaches de Pierre","シャトーヌッフ・デュ・パプ・キュヴェ・グルナッシュ・ドゥ・ピエール","542","14","50"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Au Pied du Mont Chauve","ドメーヌ・オゥ・ピエ・デュ・モン・ショーヴ","2010","11550","Puligny-Montrachet 1er Cru la Garenne","ピュリニー・モンラッシェ・プルミエ・クリュ・ラ・ガレンヌ","543","11","324"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Au Pied du Mont Chauve","ドメーヌ・オゥ・ピエ・デュ・モン・ショーヴ","2010","10500","Chassagne Montrachet 1er Cru Clos Saint Jean","シャサーニュ・モンラッシェ・プルミエ・クリュ・クロ・サン・ジャン","544","11","335"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Au Pied du Mont Chauve","ドメーヌ・オゥ・ピエ・デュ・モン・ショーヴ","2010","10500","Chassagne Montrachet 1er Cru les Cailleret","シャサーニュ・モンラッシェ・プルミエ・クリュ・レ・カイユレ","545","11","335"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Simon Bize","ドメーヌ・シモン・ビーズ","2002","17800","Puligny-Montrachet 1er Cru la Garenne","ピュリニー・モンラッシェ・プルミエ・クリュ・ラ・ガレンヌ","546","11","324"
"Alsace / Riesling","アルザス地方  / リースリング","3","1","Dom. Marc Tempé","ドメーヌ・マルク・テンペ","2009","6300","Riesling Zellenberg","リースリング・ツェレンベルグ","547","7","2"
"Vallée de la Loire / Centre","ロワール河流域 / 中央フランス地区","3","1","Dom. Didier Dagueneau","ドメーヌ・ディディエ・ダグノー","1995","27300","Blanc Fumé de Pouilly ""Pur Sang""","ブラン・フュメ・ドゥ・プイィ　”ピュル・サン”","548","8","300"
"Bourgogne / Côte Chalonnaise","ブルゴーニュ地方 / コート・シャロネーズ地区","5","1","Dom. Lorenzon","ドメーヌ・ロレンゾン","1996","12000","Mercurey 1er Cru Champs-Martin","メルキュレ・プルミエ・クリュ・シャン・マルタン","549","11","403"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Jean-Marc Roulot","ドメーヌ・ジャン・マルク・ルーロ","2010","19950","Meursault 1er Cru","ムルソー・プルミエ・クリュ","550","11","322"
"Sud-Ouest","南西地方","5","1","Dom. le Clos d'Un Jour","ドメーヌ・クロ・ダン・ジュール","2010","5500","Cahors","カオール","551","10","1"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Pascal Lachaux","パスカル・ラショー","2002","19800","Chapelle-Chambertin Grand Cru ","シャペル・シャンベルタン・グラン・クリュ","552","11","208"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Robert Arnoux","ドメーヌ・ロベール・アルヌー","2005","19800","Vosne-Romanée 1er Cru les Chaumes","ヴォーヌ・ロマネ・プルミエ・クリュ・レ・ショーム","553","11","229"
"Bourgogne / Beaujolais","ブルゴーニュ地方 / ボジョレー地区","5","1","Dom. Henri Molinet","ドメーヌ・アンリ・モリネ","1979","11550","Juliénas","ジュリエナ","554","11","600"
"Vallée de la Loire / Anjou & Saumur","ロワール河流域 / アンジュー＆ソミュール地区","5","1","Clos Rougeard","クロ・ルジャール","1999","23000","Saumur-Champigny les Poyaux","ソミュール・シャンピニィ・レ・ポヨー","555","8","101"
"Vallée de la Loire / Anjou & Saumur","ロワール河流域 / アンジュー＆ソミュール地区","5","1","Clos Rougeard","クロ・ルジャール","2003","28000","Saumur-Champigny le Bourg","ソミュール・シャンピニィ・ル・ブール","556","8","101"
"Bourgogne / Beaujolais","ブルゴーニュ地方 / ボジョレー地区","5","1","Dom. des Duc","ドメーヌ・デ・デュック","1989","9450","Chénas","シェナ","557","11","601"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Jean Grivot","ドメーヌ・ジャン・グリヴォ","1986","73500","Richebourg Grand Cru","リッシュブール・グラン・クリュ","558","11","230"
"Vallée du Rhône / Vignoble Septentrional","ローヌ河流域 / ローヌ地方北部の栽培地域","5","1","Dom. Jean-Louis Chave","ドメーヌ・ジャン・ルイ・シャーヴ","2006","12600","Saint-Joséph ","サン・ジョセフ","561","14","4"
"Champagne / Côte des Bar","シャンパーニュ地方 / コート・デ・バール地区","1","1","Buxières-sur-Arce","ビュクシエール・シュール・アルス","M.A.(2008)","13000","Vouette et Sorbée Saignée de Sorbée Extra Brut","ヴェット・エ・ソルベ・セニエ・ドゥ・ソルベ・エクストラ・ブリュット","562","1","5"
"Champagne / Côte des Blancs","シャンパーニュ地方 / コート・デ・ブラン地区","1","1","Avize","アヴィーズ","S.A.","58000","Jacques Selosse Grand Cru Extra Brut Blanc de Blancs les Carelles (le Mesnil-sur-Oger)","ジャック･セロス・グラン･クリュ･エクストラ・ブリュット・ブラン・ドゥ・ブラン・レ・キャレル（ル・メニル・スュル・オジェ）","563","1","3"
"Champagne / Côte des Blancs","シャンパーニュ地方 / コート・デ・ブラン地区","1","1","Avize","アヴィーズ","S.A.","58000","Jacques Selosse Grand Cru Extra Brut Blanc de Noir la Cote Faron (Aÿ)","ジャック･セロス・グラン･クリュ･エクストラ・ブリュット・ブラン・ドゥ・ノワール・ラ・コート・ファロン（アイ）","564","1","3"
"Vallée du Rhône / Vignoble Méridional","ローヌ河流域 / ローヌ地方南部の栽培地域","5","1","Ch. de Beaucastel","シャトー・ド・ボーカステル","2009","42000","Châteauneuf-du-Pape Cuvée Hommage à Jacques Perrin","シャトーヌッフ・デュ・パプ・オマージュ・ア・ジャック・ペラン","565","14","50"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","5","1","Château de Pommard","シャトー・ドゥ・ポマール","1990","21000","Pommard","ポマール","566","11","317"
"Sud-Ouest","南西地方","5","1","Dom. Frédéric Laplace","ドメーヌ・フレデリック・ラプラス","1995","9000","Madiran Château d'Aydie","マディラン ・シャトー・ダイディ","567","10","1"
"Vallée du Rhône / Côtes du Rhône","コート・デュ・ローヌ","5","1","Ch. Rayas","シャトー・ライヤス","2006","14800","Côtes du Rhône Châteaux de Fonsalette","コート・デュ・ローヌ・シャトー・ド・フォンサレット","568","14","102"
"Vallée du Rhône / Vignoble Septentrional","ローヌ河流域 / ローヌ地方北部の栽培地域","5","1","Paul Jaboulet Ainé","ポール・ジャブレ・エネ","1990","17800","Crozes-Hermitage Domaine de Thalabert","クローズ・エルミタージュ・ドメーヌ・ドゥ・タラベール","569","14","7"
"Vallée du Rhône / Vignoble Méridional","ローヌ河流域 / ローヌ地方南部の栽培地域","5","1","Dom. de la Mordorée","ドメーヌ・ド・ラ・モルドレ","2001","9450","Lirac la Reine des Bois","リラック・ラ・レイヌ・デ・ボワ","570","14","53"
"Bourgogne / Mâconnais","ブルゴーニュ地方 / マコネー地区","3","1","Dom. de la Bongran","ドメーヌ・ドゥラ・ボングラン","1999","9450","Mâcon-Clesse Quintaine Cuvée Tradition","マコン・クレッセ・カンテーヌ・キュヴェ・トラディション","572","11","500"
"Vallée de la Loire / Anjou & Saumur","ロワール河流域  /  アンジュー＆ソミュール地区","3","1","Dom. des Baumard","ドメーヌ・デ・ボーマール","1990","16000","Savennières Trie Spéciale","サヴァニエール・トリー・スペシャル","573","8","100"
"Alsace / Riesling","アルザス地方  / リースリング","3","1","Trimbach","トリンバック","1989","25000","Riesling Cuvée Frédéric Émile","リースリング・キュヴェ・フレデリック・エミリ","574","7","2"
"Vallée de la Loire / Pays Nantais","ロワール河流域  /  ペイ・ナント地区","3","1","Château de la Ragotière","シャトー・ドゥ・ラ・ラゴティエール","1991","8400","Muscadet Sèrve & Maine Sur Lie","ミュスカデ・セーヴル・エ・メーヌ・シュール・リー","575","8","2"
"Alsace / Pinot Noir","アルザス地方  /  ピノ・ノワール","5","1","Dom. René Muré","ドメーヌ・ルネ・ミューレ","2009","8800","Pinot Noir Cuvée Clos St Landelin","ピノ・ノワール・キュヴェ・クロ・サン・ランドラン","576","7","1"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Jean-Marc Roulot","ドメーヌ・ジャン・マルク・ルーロ","2010","15000","Meursault les Lichets","ムルソー・レ・ルシェ","577","11","321"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Jean-Marc Roulot","ドメーヌ・ジャン・マルク・ルーロ","2010","15000","Meursault les Vireuils","ムルソー・レ・ヴィリユール","578","11","321"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Fourrier","ドメーヌ・フーリエ","1983","56000","Griotte-Chambertin Grand Cru Vieilles Vignes","グリオット・シャンベルタン・グラン・クリュ・ヴィエーユ・ヴィーニュ","579","11","210"
"Provence","プロヴァンス地方","5","1","Dom. Clos Saint-Vincent","ドメーヌ・クロ・サン・ヴァンサン","2008","7500","Bellet le Clos","ベレ・ル・クロ","580","16","1"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","3","1","Dom. Jacques Frédéric Mugnier","ドメーヌ・ジャック・フレデリック・ミュニュエ","2007","14000","Nuits-Saint-Georges 1er Cru Clos de la Maréchale","ニュイ・サン・ジョルジュ・プルミエ・クリュ・クロ・ド・ラ・マレシャル","581","11","234"
"Vallée du Rhône / Vignoble Méridional","ローヌ河流域 / ローヌ地方南部の栽培地域","3","1","Clos de Papes","クロ・デ・パプ","2008","12000","Châteauneuf-du-Pape","シャトーヌッフ・デュ・パプ","582","14","50"
"Vallée du Rhône / Vignoble Septentrional","ローヌ河流域 / ローヌ地方北部の栽培地域","5","1","Dom. Marc Sorrel","ドメーヌ・マルク・ソレル","1998","15800","Hermitage","エルミタージュ","583","14","6"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Bernar Dugat-Py","ドメーヌ・ベルナール・デュガ・ピィ","2007","15000","Gevrey-Chambertin Vieilles Vignes","ジュヴレ・シャンベルタン・ヴィエイユ・ヴィーニュ","584","11","203"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Bernar Dugat-Py","ドメーヌ・ベルナール・デュガ・ピィ","2008","16800","Gevrey-Chambertin Cœre de Roy Vieilles Vignes","ジュヴレ・シャンベルタン・・クール・ド・ロワ・ヴィエイユ・ヴィーニュ","585","11","203"
"Sud-Ouest","南西地方","5","1","Primo Palatum","プリモ・パラトゥン","1998","8400","Cahors Mythologia","カオール・ミトロジア","586","10","1"
"Vallée de la Loire / Centre","ロワール河流域 / 中央フランス地区","3","1","Dom. Didier Dagueneau","ドメーヌ・ディディエ・ダグノー","1994","33000","Blanc Fumé de Pouilly ""Silex""","ブラン・フュメ・ドゥ・プイィ　”シレックス”","587","8","300"
